identifier;titulo;autor;co_autor;orientador;data;paginas;local_publicacao;subjects;modelo_trabalho;descricao;local_defesa
00084;Folkloric process of the black culture in brazil;Pereira, João Baptista Borges;;Symposium of Ethnic Groups and Racism (1985 London);1985;p.31-35;;CULTURA AFRO-BRASILEIRA|ARTE AFRO-BRASILEIRA|ANTROPOLOGIA CULTURAL E SOCIAL|NEGROS ASPECTOS CULTURAIS|FOLCLORE;Periódico / Parte de livro;;London E a
9781604979596;Black women slaves who nourished a nation artistic renderings of wet nurses in Brazil;Cleveland, Kimberly;;;2019;252 p;BRASIL;ARTE AFRO-BRASILEIRA|HISTÓRIA DA ARTE BRASIL|IDENTIDADE CULTURAL|ARTE NEGRA;Livro;Wet nursing in Brazil dates to approximately the late eighteenth century when upper-class families used black women slaves to breastfeed their white infants. Soon use of a black wet nurse became the norm among elite families in various parts of the country. Wet nursing developed into a business based on the need for breast milk, and the purchase, sale, and renting of slaves to meet the demand. In the late nineteenth century, a growing number of medical experts and abolitionists lobbied against wet nursing. Their efforts, combined with the abolition of slavery and the switch to a Republican government, triggered a decline in the practice. Nevertheless, this custom had become so deep-rooted and widespread that it only became fully obsolete in the 1920s. Brazil?s history of wet nursing was recorded in artistic renderings. Europeans were the first to depict these black women slaves in their paintings and prints in the first half of the nineteenth century. Subsequently, international and national photographers created studio portraits of wet nurses with their white charges. Only in the twentieth century, when the nation was struggling with race relations post-abolition, did white artists acknowledge that the black women wet nurses were biological mothers, themselves, in their paintings. Since then, a small number of sculptors have used the black wet nurse as an artistic subject.;Amherst Cambria Press
00557;Caretas e zambiapungas a influência centro-africana na cultura do Baixo Sul (BA) e a história da região;Carvalho, Cristina Astolfi;;Souza, Marina de Mello e;2020;262 p;;MÁSCARAS|CULTURA AFRO-BRASILEIRA|CATOLICISMO;Tese;"Esta pesquisa tem como objeto de estudo a festa dos caretas que acontece anualmente na sede de Cairu (BA), sendo considerados espaços a ela circunvizinhos - Morro de São Paulo, Boipeba e Galeão (Cairu); Taperoá; Valença; e Nilo Peçanha - uma vez que compõem, a despeito das atuais divisões políticas, uma unidade dotada de traços culturais, sociais, ecológicos, econômicos e históricos comuns. Festas similares à dos caretas ocorrem nessas localidades com o nome de zambiapunga. Em um diálogo entre Antropologia e História, a partir de fontes etnográficas, documentais e bibliográficas, procura-se compreender como era e como é organizada essa manifestação vivenciada há, no mínimo, duzentos anos pela população do Baixo Sul baiano: como ela se constituiu e se transformou ao longo dos anos; como se deu a interação das matrizes culturais que a ensejaram, com enfoque na congo-angolana. Além disso, procurou-se descrever a atuação de sujeitos e instituições nela envolvidos; os significados que a festa assume para participantes e espectadores; a memória social e a individual representada não só por palavras, mas por gestos, corpos e objetos (máscaras, vestimentas, instrumentos musicais) que a compõem.";São Paulo
9788575113042_(pbk.);Pérolas negras primeiros fios : experiências artísticas e culturais nos fluxos entre África e Brasil;Conduru, Roberto;;;2013;389 p.;BRASIL;N6650 .C655 2013|ARTE AFRO-BRASILEIRA|ARTE CONTEMPORÂNEA BRASIL|CULTURA BRASIL;Livro;"A guisa de introdução: Colorido negror-arte, África e Brasil para além das noções de raça e etnia -- Feitiço gráfico, a macumba de Goeldi -- Di Cavalcanti, Goeldi e baianas -- Riscos afro-brasileiros, uma leitura da obra de Rubem Valetim -- ""Suite Afríquia II"", 1977, de Emanoel Araújo -- Artista de ganho, Lygia Pape, apropriação, afro-brasilidade -- Afro-brasilidades contemporâneas, Barrio, Dias, Meireles -- Imagens-corpos na fotoplástica de Mário Cravo Neto -- Zumbido alegórico, o monumento no Rio de Janeiro e outras representações de Zumbi dos Palmares -- Terra encantada -- Construção e libido -- Cubos, linhas, caminhos -- Entre o ativismo e a macumba, arte e afrodesecendência no Brasil contemporâneo -- O (falso) avesso da ginga -- Oceanos a cruzar -- Identidade por um fio -- Pérolas da liberdade, joalheria afro-brasileira -- Fulgurações Exu -- Belo, férreo, vital -- Deserto em flor --^";Rio de Janeiro
00424;Kongo King Festivals in Brazil From Kings of Nations to Kings of Kongo;Souza, Marina de Mello e;;;2015;p. 39-45;BRASIL;IDENTIDADE CULTURAL (CONSTRUÇÃO) BRASIL|CULTURA AFRO-BRASILEIRA|CONGADAS;Periódico / Parte de livro;Disponível em: <http://asq.africa.ufl.edu/kongo-king-festivals-in-brazil-from-kings-of-nations-to-kings-of-kongo/> Acesso em: 21 ago. 2015;Gainesville
00704;O design antes do designer e o direito à memória = Design before the designer and the right to memory;Santos, Maria Cecília Loschiavo dos;;;2024;p. 54-67;BRASIL;ARTE AFRO-BRASILEIRA|ARTE INDÍGENA|ARTE MODERNA BRASIL|CATÁLOGO DE EXPOSIÇÃO;Periódico / Parte de livro;Exposição realizada na Casa Zalszupin em São Paulo, de 19 de março a 22 de junho de 2024.;São Paulo Almeida
00863;Ago Ilê - pedagogia do terreiro ensaios para práticas escolares;Vicente, Julia Franco;;Januario, Eduardo;2025;119p;;ESCOLA PÚBLICA|FORMAÇÃO DE PROFESSORES|RELAÇÕES ÉTNICAS E RACIAIS|PRÁTICA DE ENSINO|ANTIRRACISMO|TERREIROS EDUCAÇÃO|CULTURA AFRO-BRASILEIRA|EDUCAÇÃO INCLUSIVA;Tese;"Esta dissertação investiga as articulações entre a pedagogia de terreiro e a pedagogia social, a partir da experiência situada da autora como abiã no Ilê Àse Òsún Nirè e professora da rede pública municipal de São Paulo. A pesquisa compreende os terreiros como territórios educativos, nos quais operam-se processos formativos ancorados na ancestralidade, oralidade, corporeidade e circularidade, tensionando os paradigmas eurocentrados de produção do conhecimento (RUFINO, 2019; CARNEIRO, 2005). A abordagem metodológica é qualitativa, de natureza etnográfica e participante, fundamentada na escrevivência (EVARISTO, 2014; FELISBERTO, 2021), na escuta sensível e na observação ética (GEERTZ, 1989; GUBA & LINCOLN, 1994). O arcabouço teórico articula contribuições de autores como MUNIZ SODRÉ (1998), GOMES (2017), CARNEIRO (2005), KILOMBA (2019), HOOKS (1994) e SILVA (2011; 2021), cuja produção é central para a pedagogia social crítica e antirracista. A dissertação afirma o Candomblé como lócus de produção epistêmica forjado na resistência ao tráfico transatlântico de pessoas africanas e à colonialidade do saber. Defende-se o reconhecimento das pedagogias do axé como práticas educativas legítimas e necessárias à construção de uma escola pública comprometida com a justiça cognitiva e a valorização das epistemologias negras. Os resultados evidenciam a potência dos terreiros como espaços formativos de resistência, cuidado e reexistência, indicando caminhos para a implementação da Lei nº";São Paulo
00438;Cativeiro e cura experiências religiosas da escravidão atlântica nos calundus de Luzia Pinta, séculos XVII-XVIII;Marcussi, Alexandre Almeida;;Souza, Marina de Mello e;2015;510 p;BRASIL;"RELIGIÕES AFRO-BRASILEIRAS SÉCULO 17;SÉCULO 18|ESCRAVIDÃO SÉCULO 17;SÉCULO 18 BRASIL|CULTURA AFRO-BRASILEIRA|SOCIEDADE LUSO-BRASILEIRA";Tese;Este trabalho consiste em uma análise das práticas religiosas de origem africana conhecidas como calundus, denominação aplicada a cerimônias bastante disseminadas na América portuguesa entre os séculos XVII e XVIII, frequentadas por africanos, afrodescendentes e brancos. Os calundus possuíam funções eminentemente divinatórias e terapêuticas, e suas origens culturais remontavam às práticas religiosas das sociedades ambundas e bacongas da África Centro-Ocidental. Partindo da análise de um processo movido pela Inquisição de Lisboa contra Luzia Pinta, praticante de calundus na região de Sabará, Minas Gerais, em meados do século XVIII, esta pesquisa intenta esclarecer os sentidos sociais e simbólicos dessa prática terapêutica afro-luso-americana. O caso de Luzia Pinta é abordado de forma mais verticalizada, mas também é comparado a outras ocorrências de calundus registradas nos territórios da Bahia e de Minas Gerais entre os séculos XVII e XVIII, com o intuito de compor uma análise mais abrangente a respeito dessa prática devocional. A descrição morfológica dos calundus procura ressaltar sua heterogeneidade formal e a fluidez de suas fronteiras em relação a outras práticas religiosas do universo cultural luso-americano. A análise de sua simbologia subjacente evidencia que a categoria cosmológica que fundamentava essa prática devocional era a ancestralidade, na medida em que o rito consistia em uma tentativa de reatar os laços espirituais entre os africanos e seus antepassados,;São Paulo
00067;Sociologia do negro brasileiro;Moura, Clóvis;;;1988;250 p;Brazil;"F2659.N4 M684 1988|Blacks Brazil Social conditions|NEGROS (HISTÓRIA;ASPECTOS CULTURAIS;ASPECTOS SOCIAIS) BRASIL|PROBLEMAS SOCIAIS|RACISMO (SOCIOLOGIA)|ACULTURAÇÃO|CULTURA AFRO-BRASILEIRA|RELAÇÕES ÉTNICAS E RACIAIS|Brazil Race relations";Livro;;São Paulo Editora
9786585036115;Direito à memória = The Right to memory arte afro-brasileira, indígena e outros modernismos = afro-brazilian, indigenous art, and other modernisms;Schwarcz, Lilia Moritz;;;2024;163 p;BRASIL;ARTE AFRO-BRASILEIRA|ARTE INDÍGENA|ARTE MODERNA BRASIL|CATÁLOGO DE EXPOSIÇÃO;Livro;Exposição realizada na Casa Zalszupin em São Paulo, de 19 de março a 22 de junho de 2024.;São Paulo Almeida
9788574061238;Ifá, o adivinho histórias dos deuses africanos que vieram para o Brasil com os escravizados;Prandi, Reginaldo;;Rafael, Pedro;2023;63 p;;LITERATURA INFANTOJUVENIL|MITOLOGIA|CULTURA AFRO-BRASILEIRA;Livro;2. ed;São Paulo Companhia
00722;Histórias de fio a fio mulheres negras tecendo vozes transgressoras na cultura em São Paulo;Reis, Danielle Moreira dos;;Reis, Diego dos Santos;2024;147 p;;COLONIALISMO|CULTURA|CULTURA AFRO-BRASILEIRA;Tese;A autoridade de símbolos, estruturas, discursos e práticas coloniais direciona historicamente aos corpos de mulheres negras o silenciamento enquanto tentativa sistemática de opressão e apagamento. É, pois, navegando no território de expressões culturais por meio dos protagonismos nas musicalidades, literaturas, batuques, manifestações artísticas e fomentando reverberar as narrativas de mulheres negras, que se sublinha essa travessia, amparando-se na oralidade e histórias de vidas como elementos metodológicos e pulsantes de sobrevivência das culturas e tradições afro-diaspóricas. Com o objetivo de apreender o cotidiano das mulheres negras no âmbito cultural e os processos subjetivos que incidem e perpassam o movimento de ruptura ao silenciamento, busco pensar a existência dessas vozes como ferramentas ativas de transgressão e de reterritorialização enquanto corpos políticos. Assim, as costuras do palavrear aqui propostas estão ancoradas a um olhar contracolonial, sendo atravessadas pelos conceitos de escrevivência, paraquedas coloridos e afrografias. A partir dessa tessitura de narrativas e de memórias compartilhadas, apresento a importância de reelaborações epistemológicas que ampliem as nossas potencialidades e disserto sobre as culturas das encruzilhadas e do fundamento ancestral como fontes de reexistências;São Paulo
8570602464;Caminho das matriarcas Jeje-Nagô uma contribuição para história da religião Afro Maranhão;Santos, Maria do Rosário Carvalho;;;2005;134 p;Brazil São Luís do Maranhão;BL2590.B7 S255 2005|Afro-Brazilian cults Brazil São Luís do Maranhão|Folklore Brazil Maranhão|Blacks Brazil Religion|Popular culture Brazil Maranhão|Traditional medicine Brazil Maranhão|Matriarchy Brazil São Luís do Maranhão|CANDOMBLÉ MARANHÃO|TERREIROS (HISTÓRIA) MARANHÃO|RELIGIÕES AFRO-BRASILEIRAS MARANHÃO|CULTURA AFRO-BRASILEIRA MARANHÃO|BIOGRAFIAS;Livro;"""XXV Concurso Literário e Artístico Cidade de São Luís. Prêmio Antônio Lopes (1í lugar - pesquisa), 1999""";São Paulo Imprensa
9788574198385;Sambas, batuques, vozerias e farsas públicas o controle social sobre os escravos em Pernambuco no século XIX (1850-1888);Maia, Clarissa Nunes;;;2008;142 p;RECIFE (PE);"ESCRAVOS (HISTÓRIA;CONTROLE) SECULO 19 RECIFE (PE)|ESCRAVIDÃO (ASPECTOS SOCIAIS;HISTÓRIA) RECIFE (PE)|CULTURA AFRO-BRASILEIRA";Livro;1.ed;São Paulo, SP
857019286X_(obra_completa);Simbologia, tradição e mitos afro-brasileiros;Congresso Afro-Brasileiro 1994 Recife);;Mendonça, João Hélio;1996;"196 p.;";Brazil;F2659.N4 C65 1994 vol. 3|Blacks Brazil Congresses.|NEGROS BRASIL|CULTURA AFRO-BRASILEIRA;Livro;;Recife Fundação Joaquim
00762;Musicalidade e cuidado na perspectiva afrocêntrica promoção à saúde pública no Brasil;Oliveira, Dennis de;;Luz, Ceci;2025;p. 214-228;BRASIL;MÚSICA BRASIL|MUSICOTERAPIA BRASIL|ASSISTÊNCIA À SAÚDE BRASIL|PROMOÇÃO DA SAÚDE BRASIL|POLÍTICAS PÚBLICAS BRASIL|HUMANIZAÇÃO BRASIL|CULTURA AFRO-BRASILEIRA|RACISMO BRASIL;Periódico / Parte de livro;Disponível em: https://doi.org/10.11606/extraprensa2024.23260. Acesso em: 02 jul. 2025;São Paulo
00778;Oralituras e escrevivências por uma educação decolonial;Monteiro, Deborah;;Zimmermann, Ana Cristina;2025;p. 60-77;;EDUCAÇÃO|DECOLONIALIDADE|CULTURA AFRO-BRASILEIRA;Periódico / Parte de livro;Disponível em: https://periodicos.unemat.br/index.php/moinhos/article/view/13892/9359. Acesso em 23 set. 2025;Tangará da Serra
9788598349961;Apropriação cultural;Eugênio, Rodney William;;;2020;206 p;;CONFLITOS RACIAIS|CULTURA AFRO-BRASILEIRA|NEGROS|RACISMO|RELAÇÕES ÉTNICAS E RACIAIS|IDENTIDADE ÉTNICA;Livro;Apresentação [da coleção] -- Introdução -- À procura de um conceito -- Sobre apropriação cultural e racismo -- Capitalismo e sociedade de consumo -- Pode ou não pode: Turbantes e afins -- Samba e bossa nova -- Capoeira gospel -- Bolinho de Jesus -- Sobre brancos no terreiro -- Considerações finais -- Notas -- Referências bibliográficas;São Paulo Jandaíra
9786588035115;Brasil decolonial outras histórias;Magalhães, Aline Montenegro;"Fonseca, Brenda Coelho; Grinberg, Keila; Aguiar, Leila Bianchi";Chuva, Márcia;2026;148 p.;;HISTÓRIA DO BRASIL|CULTURA AFRO-BRASILEIRA|DECOLONIALIDADE|EXPOSIÇÕES;Livro;;Rio de Janeiro
00041;Novos estudos Afro-brasileiros trabalhos apresentados ao 1. Congreso Afro-brasileiro do Recife;Freyre, Gilberto;Ramos, Arthur;Congresso Afro-brasileiro 1934 Recife);1937?-;v;BRASIL;F2659.N4 N68|Blacks in Brazil Congresses|NEGROS BRASIL|CULTURA AFRO-BRASILEIRA;Livro;;Rio de Janeiro
00454;A Terceira Margem Editora Didática ... [Apresentação];Silva, Dilma de Melo;;;2011;p. 7;;"Yorubá (grupo etnolinguístico)|CULTURA AFRO-BRASILEIRA (ASPECTOS SOCIAIS ; ASPECTOS CULTURAIS)|RELIGIÕES AFRO-BRASILEIRAS";Periódico / Parte de livro;;São Paulo Terceira
00321;A mão afro-brasileira significado da contribuição artística e histórica;Dimas, Antônio;;;2010;p. 209-215;BRASIL;"NEGROS (HISTÓRIA;CRÍTICA E INTERPRETAÇÃO) BRASIL|CULTURA AFRO-BRASILEIRA (CRÍTICA E INTERPRETAÇÃO)|ARTES BRASIL|ARTE NEGRA BRASIL";Periódico / Parte de livro;;São Paulo
857416156X;Outras terras, outros sons;Almeida, M. Berenice;Pucci, Magda Dourado;Sandoval, Andrés;2003;166 p;;MÚSICA (ESTUDO E ENSINO)|ETNOMUSICOLOGIA|MÚSICA INDÍGENA|CULTURA AFRO-BRASILEIRA;Livro;Acompanha CD que se encontra na Seção de Multimeios - CD2138;São Paulo Callis
9788542008982;Maracatus, afoxés, coroações e outros batuques;Mapurunga, Inês;;;2016;141 p;BRASIL;MARACATÚ|MÚSICA FOLCLÓRICA BRASIL|CULTURA POPULAR BRASIL|CULTURA AFRO-BRASILEIRA;Livro;;Fortaleza Expressão Gráfica
00092;Imigracoes e a cultura brasileira;Reale, Miguel;;;1996;p.2;BRASIL;IMIGRAÇÃO BRASIL|CULTURA AFRO-BRASILEIRA;Periódico / Parte de livro;;São Paulo
9788575063231;Som de valente bailes e memória negra em São Paulo;Valvassori, Igor Santos;;Seminário de Pesquisa em Geografia Humana 2018 São Paulo);2018;p. 402-403;SÃO PAULO (SP);CULTURA AFRO-BRASILEIRA SÃO PAULO (SP)|RESISTÊNCIA;Periódico / Parte de livro;;São Paulo
1517-8390;Racismo & racistas trajetória do pensamento racista no Brasil;Samara, Eni de Mesquita;;;2001;99 p;BRASIL;RACISMO BRASIL|PRECONCEITO RACIAL BRASIL|NEGROS (HISTÓRIA) BRASIL|CULTURA AFRO-BRASILEIRA;Livro;;"São Paulo Humanitas;"
9788541800815;Mestre gato e comadre onça uma história de capoeira recontada e ilustrada por Carolina Cunha;Cunha, Carolina;;;2011;63 p;;LITERATURA INFANTOJUVENIL|CULTURA AFRO-BRASILEIRA|CAPOEIRA|FOLCLORE;Livro;1. ed;São Paulo SM
9781683960492;Run for it stories of slaves who fought for their freedom;D'salete, Marcelo;;;2017;175 p;;CULTURA AFRO-BRASILEIRA|NEGROS CULTURA HISTÓRIA|HISTÓRIA EM QUADRINHOS;Livro;;Seatle Fantagraphics Books
8590699002;O rei nasce aqui Oba Biyi a educação pluricultural africano-brasileira;Santos, Deoscoredes M. dos;;Luz, Marco Aurélio;2007;196 p.;BRASIL;CULTURA BRASILEIRA|EDUCAÇÃO ASPECTOS SOCIAIS BRASIL|MULTICULTURALISMO|CULTURA AFRO-BRASILEIRA;Livro;;Salvador Fala Nagô
00881;Kàwé caderno do Núcleo de Estudos Afro-baianos Regionais;;;;1997;;;RELIGIÕES AFRICANAS|CULTURA AFRO-BRASILEIRA;Série;;Ilhéus Editus
00827;A temática umbandista na obra coral de Carlos Alberto Pinto Fonseca (1933 ? 2006);Jacoe, Caio Arcolini;;Igayara-Souza, Susana Cecilia;2025;291 p;;Fonseca, Carlos Alberto Pinto 1933-2006|CORAL (MÚSICA)|COMPOSIÇÃO MUSICAL|CULTURA AFRO-BRASILEIRA|RELIGIÕES AFRO-BRASILEIRAS|UMBANDA;Tese;Este trabalho possui como objetivo principal o fornecimento das análises e explicações das composições corais selecionadas a partir da série de composições afro-brasileiras de Carlos Alberto Pinto Fonseca (1933 - 2006). Cada obra analisada neste trabalho estabelece uma paisagem sonora de enredos referentes a rituais da umbanda, criados a partir da utilização de materiais da tradição musical desta religião. Tais análises demonstram os elementos musicais presentes na obra que são pertencentes à tradição musical da umbanda, explicando o valor e significado de cada elemento em seu contexto de origem, assim como discutem os métodos de como o compositor utilizou estes elementos nas obras. Além disso, este trabalho fornece um panorama sobre a tradição musical e ritualística da umbanda segundo constatada a partir do desempenho da função de ogã, nossas pesquisas de campo, entrevistas e revisões bibliográficas, de maneira que o leitor possa adquirir informações sobre esta tradição musical e ter maior compreensão dos conteúdos das análises. O primeiro capítulo do trabalho discute a trajetória de Fonseca, sua formação, suas técnicas composicionais e fornece uma discussão sobre a série de composições de caráter afro-brasileiro do compositor, assim como oferece uma revisão bibliográfica de trabalhos recentes sobre Fonseca e a temática deste trabalho. O segundo capítulo traz uma discussão acerca de parâmetros sociais, culturais e musicais afro-brasileiros frente aos valores, arte e religiosidade afro-brasileira de nosso tempo, apontando preconceitos enfrentados pelo repertório analisado e pelos ogãs. O terceiro parágrafo apresenta um panorama da ritualística da umbanda tal como a estudamos, com um relato do ritual gira, explicações sobre as linhas de umbanda, sua história e entidades. O quarto capítulo apresenta uma discussão acerca da função de ogã da umbanda, sua formação e características da função.;São Paulo
